leworldmodel_full padoc	operator_hotspot	/mnt/treasure/ljx/artifacts_v6/leworldmodel_full.padoc.zst	0.0206	1.4446	0.0028	1.4679	39343269	574848
leworldmodel_full padoc	stream_load_balance	/mnt/treasure/ljx/artifacts_v6/leworldmodel_full.padoc.zst	0.0206	1.4446	0.0004	1.4655	39343269	574848
leworldmodel_full padoc	layer_operator_balance	/mnt/treasure/ljx/artifacts_v6/leworldmodel_full.padoc.zst	0.0206	1.4446	0.0006	1.4658	39343269	574848
leworldmodel_full padoc	rank_load_balance	/mnt/treasure/ljx/artifacts_v6/leworldmodel_full.padoc.zst	0.0206	1.4446	0.0313	1.4964	39343269	574848
leworldmodel_full raw_json	operator_hotspot	/mnt/treasure/ljx/artifacts_v6/leworldmodel_full.raw_json.bin	0.4378	9.8351	2.2290	12.5020	732791857	9429376
leworldmodel_full raw_json	stream_load_balance	/mnt/treasure/ljx/artifacts_v6/leworldmodel_full.raw_json.bin	0.4378	9.8351	0.0002	10.2732	732791857	9429376
leworldmodel_full raw_json	layer_operator_balance	/mnt/treasure/ljx/artifacts_v6/leworldmodel_full.raw_json.bin	0.4378	9.8351	0.4792	10.7522	732791857	9429376
leworldmodel_full raw_json	rank_load_balance	/mnt/treasure/ljx/artifacts_v6/leworldmodel_full.raw_json.bin	0.4378	9.8351	0.1455	10.4184	732791857	9429376
leworldmodel_full gzip_json	operator_hotspot	/mnt/treasure/ljx/artifacts_v6/leworldmodel_full.gzip_json.bin	0.0229	11.8714	0.9035	12.7979	42966254	9474236
leworldmodel_full gzip_json	stream_load_balance	/mnt/treasure/ljx/artifacts_v6/leworldmodel_full.gzip_json.bin	0.0229	11.8714	0.0002	11.8946	42966254	9474236
leworldmodel_full gzip_json	layer_operator_balance	/mnt/treasure/ljx/artifacts_v6/leworldmodel_full.gzip_json.bin	0.0229	11.8714	0.4738	12.3681	42966254	9474236
leworldmodel_full gzip_json	rank_load_balance	/mnt/treasure/ljx/artifacts_v6/leworldmodel_full.gzip_json.bin	0.0229	11.8714	0.0382	11.9325	42966254	9474236
leworldmodel_full scalatrace	operator_hotspot	/mnt/treasure/ljx/artifacts_v6/leworldmodel_full.scalatrace.bin	0.0077	2.9576	0.9166	3.8819	14314236	3201612
leworldmodel_full scalatrace	stream_load_balance	/mnt/treasure/ljx/artifacts_v6/leworldmodel_full.scalatrace.bin	0.0077	2.9576	0.0002	2.9656	14314236	3201612
leworldmodel_full scalatrace	layer_operator_balance	/mnt/treasure/ljx/artifacts_v6/leworldmodel_full.scalatrace.bin	0.0077	2.9576	0.4494	3.4148	14314236	3201612
leworldmodel_full scalatrace	rank_load_balance	/mnt/treasure/ljx/artifacts_v6/leworldmodel_full.scalatrace.bin	0.0077	2.9576	0.0371	3.0024	14314236	3201612
leworldmodel_full tracezip	operator_hotspot	/mnt/treasure/ljx/artifacts_v6/leworldmodel_full.tracezip.bin	0.0140	2.9810	0.8500	3.8450	28268761	3285920
leworldmodel_full tracezip	stream_load_balance	/mnt/treasure/ljx/artifacts_v6/leworldmodel_full.tracezip.bin	0.0140	2.9810	0.0002	2.9953	28268761	3285920
leworldmodel_full tracezip	layer_operator_balance	/mnt/treasure/ljx/artifacts_v6/leworldmodel_full.tracezip.bin	0.0140	2.9810	0.3460	3.3410	28268761	3285920
leworldmodel_full tracezip	rank_load_balance	/mnt/treasure/ljx/artifacts_v6/leworldmodel_full.tracezip.bin	0.0140	2.9810	0.0367	3.0317	28268761	3285920
qwen3_full padoc	operator_hotspot	/mnt/treasure/ljx/artifacts_v6/qwen3_full.padoc.zst	0.1329	13.3359	0.0142	13.4830	285455164	5282776
qwen3_full padoc	stream_load_balance	/mnt/treasure/ljx/artifacts_v6/qwen3_full.padoc.zst	0.1329	13.3359	0.0331	13.5019	285455164	5282776
qwen3_full padoc	layer_operator_balance	/mnt/treasure/ljx/artifacts_v6/qwen3_full.padoc.zst	0.1329	13.3359	0.0009	13.4697	285455164	5282776
qwen3_full padoc	rank_load_balance	/mnt/treasure/ljx/artifacts_v6/qwen3_full.padoc.zst	0.1329	13.3359	0.2435	13.7123	285455164	5282776
qwen3_full raw_json	operator_hotspot	/mnt/treasure/ljx/artifacts_v6/qwen3_full.raw_json.bin	2.4603	91.1756	17.1642	110.8000	5432657358	85902912
qwen3_full raw_json	stream_load_balance	/mnt/treasure/ljx/artifacts_v6/qwen3_full.raw_json.bin	2.4603	91.1756	0.0213	93.6571	5432657358	85902912
qwen3_full raw_json	layer_operator_balance	/mnt/treasure/ljx/artifacts_v6/qwen3_full.raw_json.bin	2.4603	91.1756	3.1915	96.8273	5432657358	85902912
qwen3_full raw_json	rank_load_balance	/mnt/treasure/ljx/artifacts_v6/qwen3_full.raw_json.bin	2.4603	91.1756	1.0282	94.6640	5432657358	85902912
qwen3_full gzip_json	operator_hotspot	/mnt/treasure/ljx/artifacts_v6/qwen3_full.gzip_json.bin	0.1800	106.9332	6.7980	113.9112	400086361	86292032
qwen3_full gzip_json	stream_load_balance	/mnt/treasure/ljx/artifacts_v6/qwen3_full.gzip_json.bin	0.1800	106.9332	0.0212	107.1345	400086361	86292032
qwen3_full gzip_json	layer_operator_balance	/mnt/treasure/ljx/artifacts_v6/qwen3_full.gzip_json.bin	0.1800	106.9332	3.2217	110.3350	400086361	86292032
qwen3_full gzip_json	rank_load_balance	/mnt/treasure/ljx/artifacts_v6/qwen3_full.gzip_json.bin	0.1800	106.9332	1.0284	108.1416	400086361	86292032
qwen3_full scalatrace	operator_hotspot	/mnt/treasure/ljx/artifacts_v6/qwen3_full.scalatrace.bin	0.0957	22.0276	6.8899	29.0133	208966859	23921976
qwen3_full scalatrace	stream_load_balance	/mnt/treasure/ljx/artifacts_v6/qwen3_full.scalatrace.bin	0.0957	22.0276	0.0201	22.1434	208966859	23921976
qwen3_full scalatrace	layer_operator_balance	/mnt/treasure/ljx/artifacts_v6/qwen3_full.scalatrace.bin	0.0957	22.0276	3.1168	25.2402	208966859	23921976
qwen3_full scalatrace	rank_load_balance	/mnt/treasure/ljx/artifacts_v6/qwen3_full.scalatrace.bin	0.0957	22.0276	1.0292	23.1526	208966859	23921976
qwen3_full tracezip	operator_hotspot	/mnt/treasure/ljx/artifacts_v6/qwen3_full.tracezip.bin	0.1264	24.0172	6.8222	30.9657	279171695	24158656
qwen3_full tracezip	stream_load_balance	/mnt/treasure/ljx/artifacts_v6/qwen3_full.tracezip.bin	0.1264	24.0172	0.0186	24.1621	279171695	24158656
qwen3_full tracezip	layer_operator_balance	/mnt/treasure/ljx/artifacts_v6/qwen3_full.tracezip.bin	0.1264	24.0172	2.9086	27.0521	279171695	24158656
qwen3_full tracezip	rank_load_balance	/mnt/treasure/ljx/artifacts_v6/qwen3_full.tracezip.bin	0.1264	24.0172	0.9261	25.0696	279171695	24158656
unifolm_full padoc	operator_hotspot	/mnt/treasure/ljx/artifacts_v6/unifolm_full.padoc.zst	0.4093	35.9940	0.0352	36.4385	777081067	14937232
unifolm_full padoc	stream_load_balance	/mnt/treasure/ljx/artifacts_v6/unifolm_full.padoc.zst	0.4093	35.9940	0.1031	36.5064	777081067	14937232
unifolm_full padoc	layer_operator_balance	/mnt/treasure/ljx/artifacts_v6/unifolm_full.padoc.zst	0.4093	35.9940	0.0023	36.4057	777081067	14937232
unifolm_full padoc	rank_load_balance	/mnt/treasure/ljx/artifacts_v6/unifolm_full.padoc.zst	0.4093	35.9940	0.6208	37.0241	777081067	14937232
unifolm_full raw_json	operator_hotspot	/mnt/treasure/ljx/artifacts_v6/unifolm_full.raw_json.bin	8.4316	250.1158	58.3081	316.8555	19333881397	243718236
unifolm_full raw_json	stream_load_balance	/mnt/treasure/ljx/artifacts_v6/unifolm_full.raw_json.bin	8.4316	250.1158	0.0472	258.5946	19333881397	243718236
unifolm_full raw_json	layer_operator_balance	/mnt/treasure/ljx/artifacts_v6/unifolm_full.raw_json.bin	8.4316	250.1158	8.4974	267.0447	19333881397	243718236
unifolm_full raw_json	rank_load_balance	/mnt/treasure/ljx/artifacts_v6/unifolm_full.raw_json.bin	8.4316	250.1158	2.3537	260.9011	19333881397	243718236
unifolm_full gzip_json	operator_hotspot	/mnt/treasure/ljx/artifacts_v6/unifolm_full.gzip_json.bin	0.5432	311.9870	25.5922	338.1224	869627908	244588208
unifolm_full gzip_json	stream_load_balance	/mnt/treasure/ljx/artifacts_v6/unifolm_full.gzip_json.bin	0.5432	311.9870	0.0472	312.5775	869627908	244588208
unifolm_full gzip_json	layer_operator_balance	/mnt/treasure/ljx/artifacts_v6/unifolm_full.gzip_json.bin	0.5432	311.9870	8.1554	320.6856	869627908	244588208
unifolm_full gzip_json	rank_load_balance	/mnt/treasure/ljx/artifacts_v6/unifolm_full.gzip_json.bin	0.5432	311.9870	2.3287	314.8589	869627908	244588208
unifolm_full scalatrace	operator_hotspot	/mnt/treasure/ljx/artifacts_v6/unifolm_full.scalatrace.bin	0.1567	84.6223	27.8291	112.6081	292365586	74857956
unifolm_full scalatrace	stream_load_balance	/mnt/treasure/ljx/artifacts_v6/unifolm_full.scalatrace.bin	0.1567	84.6223	0.0552	84.8342	292365586	74857956
unifolm_full scalatrace	layer_operator_balance	/mnt/treasure/ljx/artifacts_v6/unifolm_full.scalatrace.bin	0.1567	84.6223	11.4179	96.1970	292365586	74857956
unifolm_full scalatrace	rank_load_balance	/mnt/treasure/ljx/artifacts_v6/unifolm_full.scalatrace.bin	0.1567	84.6223	2.6717	87.4507	292365586	74857956
unifolm_full tracezip	operator_hotspot	/mnt/treasure/ljx/artifacts_v6/unifolm_full.tracezip.bin	0.3054	83.0608	26.8534	110.2196	507111087	76397504
unifolm_full tracezip	stream_load_balance	/mnt/treasure/ljx/artifacts_v6/unifolm_full.tracezip.bin	0.3054	83.0608	0.0563	83.4225	507111087	76397504
unifolm_full tracezip	layer_operator_balance	/mnt/treasure/ljx/artifacts_v6/unifolm_full.tracezip.bin	0.3054	83.0608	8.3913	91.7575	507111087	76397504
unifolm_full tracezip	rank_load_balance	/mnt/treasure/ljx/artifacts_v6/unifolm_full.tracezip.bin	0.3054	83.0608	2.3405	85.7067	507111087	76397504
